sequence_id,gesture0,gesture1,gesture2,gesture3,gesture4,gesture5,gesture6,gesture7,gesture8,gesture9,gesture10,gesture11,gesture12,gesture13,gesture14,gesture15,gesture16,gesture17,gesture18,gesture19,gesture_true,Usage,all_sensors
ANON_000012,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Public,False
ANON_002727,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Private,False
ANON_001177,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Write name on leg,Write name on leg,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Public,True
ANON_001766,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Write name on leg,Write name on leg,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Private,False
ANON_001981,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Private,True
ANON_000041,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Write name on leg,Write name on leg,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Private,False
ANON_002861,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Private,False
ANON_000786,Above ear - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Forehead - scratch,Forehead - pull hairline,Eyelash - pull hair,Forehead - scratch,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Forehead - pull hairline,Forehead - pull hairline,Eyelash - pull hair,Private,False
ANON_000295,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name on leg,Write name on leg,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Public,True
ANON_001151,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Write name on leg,Write name on leg,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Public,True
ANON_002279,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair,Cheek - pinch skin,Public,True
ANON_000476,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Write name on leg,Write name on leg,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Glasses on/off,Private,True
ANON_001356,Pinch knee/leg skin,Pinch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Write name on leg,Write name on leg,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Scratch knee/leg skin,Private,False
ANON_000402,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Write name on leg,Write name on leg,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Private,False
ANON_001287,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Write name on leg,Write name on leg,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Public,False
ANON_001091,Eyebrow - pull hair,Cheek - pinch skin,Eyebrow - pull hair,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Private,False
ANON_001895,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Private,False
ANON_000513,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Write name on leg,Write name on leg,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Private,True
ANON_003151,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Public,True
ANON_000143,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Neck - scratch,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Private,False
ANON_002870,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Cheek - pinch skin,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Public,True
ANON_000251,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Public,True
ANON_001269,Eyelash - pull hair,Eyelash - pull hair,Cheek - pinch skin,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin,Neck - pinch skin,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin,Private,False
ANON_003002,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Public,True
ANON_002611,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Private,False
ANON_001167,Cheek - pinch skin,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Eyebrow - pull hair,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Neck - pinch skin,Private,False
ANON_000742,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Pinch knee/leg skin,Write name on leg,Pinch knee/leg skin,Pinch knee/leg skin,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Write name on leg,Pinch knee/leg skin,Private,False
ANON_002898,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Public,True
ANON_000047,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Write name on leg,Write name on leg,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Private,True
ANON_000503,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Write name on leg,Write name on leg,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin,Private,False
ANON_000262,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Write name on leg,Write name on leg,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Private,False
ANON_000397,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Neck - scratch,Private,False
ANON_000122,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Write name on leg,Write name on leg,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Private,True
ANON_002636,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Public,True
ANON_001863,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Private,True
ANON_002706,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name on leg,Write name on leg,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Private,True
ANON_001009,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Public,False
ANON_001421,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Private,True
ANON_000285,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Public,False
ANON_000988,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Write name in air,Write name in air,Write name on leg,Write name on leg,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Public,False
ANON_001134,Neck - pinch skin,Neck - pinch skin,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - scratch,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - scratch,Neck - scratch,Neck - pinch skin,Neck - pinch skin,Neck - scratch,Neck - scratch,Neck - scratch,Private,True
ANON_001285,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Neck - scratch,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Public,False
ANON_000281,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Write name on leg,Write name on leg,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Private,True
ANON_002374,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Write name on leg,Write name on leg,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Private,True
ANON_000805,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Write name on leg,Write name on leg,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Pull air toward your face,Private,False
ANON_002843,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Neck - pinch skin,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Private,True
ANON_001635,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Private,True
ANON_000277,Cheek - pinch skin,Cheek - pinch skin,Neck - scratch,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Cheek - pinch skin,Neck - scratch,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Public,True
ANON_001464,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Write name on leg,Write name on leg,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Public,False
ANON_000512,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Public,True
ANON_002204,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name on leg,Write name on leg,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Write name in air,Private,False
ANON_002940,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin,Private,False
ANON_001388,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Write name on leg,Write name on leg,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Wave hello,Public,True
ANON_001497,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Public,True
ANON_001773,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Eyebrow - pull hair,Forehead - pull hairline,Private,False
ANON_002651,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Write name on leg,Write name on leg,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Text on phone,Private,False
ANON_003050,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - scratch,Neck - scratch,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Public,True
ANON_002531,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Private,False
ANON_002023,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Public,True
ANON_000422,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Write name on leg,Write name on leg,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup,Private,False
ANON_002931,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - pinch skin,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Neck - scratch,Private,True
ANON_000511,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Forehead - pull hairline,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair,Private,False
ANON_001519,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Forehead - scratch,Public,True
ANON_003217,Above ear - pull hair,Above ear - pull hair,Neck - pinch skin,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin,Neck - pinch skin,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Private,False
ANON_001797,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin,Public,True
